MUNICIPIO,ESTADO,POPULACAOESTIMADA,MARGEMDECORTE,POPULACAOAPTA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
PARNARAMA,MA,34912,24.73,26278,18916,15289,2070
VISTA ALEGRE,RS,2871,17.99,2355,2166,1174,831
CACHOEIRA DO SUL,RS,84629,17.99,69404,49824,18568,24916
IVORÁ,RS,2378,17.99,1950,1519,654,551
CACIQUE DOBLE,RS,4824,17.99,3956,3385,1306,1772
CACHOEIRINHA,RS,112603,17.99,92346,82057,31104,39912
VILA MARIA,RS,4159,17.99,3411,2759,854,1652
MARAU,RS,33778,17.99,27701,26829,7770,16220
CAIBATÉ,RS,5080,17.99,4166,3614,1859,1433
TAQUARUÇU DO SUL,RS,2849,17.99,2336,2377,1074,1067
CAIÇARA,RS,5184,17.99,4251,3530,1353,1798
FREDERICO WESTPHALEN,RS,27308,17.99,22395,22329,8692,11509
TRIZIDELA DO VALE,MA,18300,24.73,13774,13600,8685,3833
SEDE NOVA,RS,2968,17.99,2434,2104,968,929
CAMAQUÃ,RS,60563,17.99,49668,37276,14332,18719
CHUVISCA,RS,4874,17.99,3997,4172,1494,2196
CAMBARÁ DO SUL,RS,6959,17.99,5707,4066,1343,2318
RIOZINHO,RS,4406,17.99,3613,3428,1446,1549
CAMPINA DAS MISSÕES,RS,6342,17.99,5201,4080,1687,1961
CÂNDIDO GODÓI,RS,6634,17.99,5441,5290,1558,3217
CAMPINAS DO SUL,RS,5588,17.99,4583,3955,1004,2609
RELVADO,RS,2196,17.99,1801,1644,425,1017
PASSAGEM FRANCA,MA,17085,24.73,12860,10239,7546,1624
IMIGRANTE,RS,3013,17.99,2471,2200,673,1128
CAMPO BOM,RS,56595,17.99,46414,42991,12978,25137
CAMPO NOVO,RS,5581,17.99,4577,3084,1556,1316
REDENTORA,RS,9600,17.99,7873,5350,3206,1709
CIDREIRA,RS,10883,17.99,8925,8451,3893,3547
MONTAURI,RS,1583,17.99,1298,1239,269,849
CANDELÁRIA,RS,29444,17.99,24147,18787,7320,9158
TUFILÂNDIA,MA,5517,24.73,4153,4449,3448,734
VISTA GAÚCHA,RS,2713,17.99,2225,2191,983,927
VISTA ALEGRE DO PRATA,RS,1492,17.99,1224,1365,279,880
CANELA,RS,38318,17.99,31425,26519,8140,14708
CASEIROS,RS,2989,17.99,2451,2553,983,1285
CANGUÇU,RS,53547,17.99,43914,35032,13250,16365
ITACURUBI,RS,3568,17.99,2926,1992,974,774
PASTOS BONS,MA,17507,24.73,13178,11283,8569,2011
CARAZINHO,RS,58196,17.99,47727,37750,14472,19026
CANOAS,RS,326458,17.99,267728,206314,85130,92790
ENTRE RIOS DO SUL,RS,3101,17.99,2543,2103,966,954
CERRO GRANDE DO SUL,RS,9233,17.99,7572,5263,2384,2266
TAPES,RS,16557,17.99,13578,10013,4703,4194
CARLOS BARBOSA,RS,23960,17.99,19650,19330,4461,12230
SALVADOR DO SUL,RS,6644,17.99,5449,5426,1437,3264
CAMARGO,RS,2471,17.99,2026,2118,753,1170
CATUÍPE,RS,9499,17.99,7790,6248,2442,3091
PARAÍSO DO SUL,RS,7346,17.99,6024,5597,2129,2816
FORMIGUEIRO,RS,7116,17.99,5836,4181,1971,1555
CERRO LARGO,RS,12484,17.99,10238,7645,3616,3192
PORTO XAVIER,RS,10857,17.99,8904,7185,3362,3254
GUARANI DAS MISSÕES,RS,8331,17.99,6832,5309,2307,2452
FAXINALZINHO,RS,2613,17.99,2143,1919,747,1019
CHAPADA,RS,9440,17.99,7742,6757,2413,3569
AMARAL FERRADOR,RS,6232,17.99,5111,3782,1757,1474
CAXIAS DO SUL,RS,399038,17.99,327251,281945,85696,155130
CHIAPETTA,RS,4078,17.99,3344,2903,1257,1392
TURILÂNDIA,MA,20119,24.73,15144,10870,8250,1902
SANTA HELENA,MA,34022,24.73,25608,17238,12457,3593
VILA FLORES,RS,3169,17.99,2599,2895,572,2023
CIRÍACO,RS,4945,17.99,4055,2967,1167,1460
COLORADO,RS,3744,17.99,3070,2826,758,1799
CERRO BRANCO,RS,4465,17.99,3662,2977,1131,1463
ANDRÉ DA ROCHA,RS,1206,17.99,989,1109,327,658
CONDOR,RS,6607,17.99,5418,4530,1589,2477
POÇO DAS ANTAS,RS,1976,17.99,1621,1697,445,989
PEDREIRAS,MA,37984,24.73,28591,22732,14067,7060
CONSTANTINA,RS,9842,17.99,8071,6743,2938,3228
TRÊS PALMEIRAS,RS,4388,17.99,3599,3025,1669,1122
CORONEL BICACO,RS,7873,17.99,6457,4840,2501,1996
NOVA ALVORADA,RS,3058,17.99,2508,2402,623,1553
CRISSIUMAL,RS,14726,17.99,12077,8731,3694,4116
MORRO REDONDO,RS,6199,17.99,5084,4328,1596,1996
CRUZ ALTA,RS,63450,17.99,52035,36387,16041,16817
BOA VISTA DO INCRA,RS,2447,17.99,2007,2415,1002,1240
SANTA MARIA DO HERVAL,RS,6173,17.99,5062,4697,1490,2502
VILA NOVA DOS MARTÍRIOS,MA,8671,24.73,6527,6389,3864,2058
CRUZEIRO DO SUL,RS,12171,17.99,9981,7969,2662,4315
BARÃO,RS,5293,17.99,4341,4406,1142,2680
DAVID CANABARRO,RS,4704,17.99,3858,3092,1150,1587
ELDORADO DO SUL,RS,31316,17.99,25682,21386,9765,8827
ALTO FELIZ,RS,2934,17.99,2406,2008,440,1222
DOIS IRMÃOS,RS,24815,17.99,20351,20835,6534,11837
DOM FELICIANO,RS,14504,17.99,11895,7963,4063,3000
DOM PEDRITO,RS,38148,17.99,31285,22100,11541,8323
AMETISTA DO SUL,RS,8058,17.99,6608,4987,2173,2454
PENALVA,MA,33473,24.73,25195,18914,15401,2295
DONA FRANCISCA,RS,3572,17.99,2929,1983,799,958
FAXINAL DO SOTURNO,RS,6343,17.99,5202,5140,2026,2455
BARÃO DO TRIUNFO,RS,6924,17.99,5678,3802,1354,1893
ENCANTADO,RS,19536,17.99,16021,14175,4057,8475
BARRA DO GUARITA,RS,2969,17.99,2435,2079,1119,847
ENCRUZILHADA DO SUL,RS,24152,17.99,19807,15152,8343,4946
BARRA DO RIO AZUL,RS,2028,17.99,1663,1515,653,674
ERECHIM,RS,92945,17.99,76224,65957,20739,38134
BARRA FUNDA,RS,2338,17.99,1917,2301,864,1122
HERVAL,RS,6873,17.99,5637,4006,2552,960
ERVAL GRANDE,RS,5294,17.99,4342,3559,1819,1388
BOA VISTA DAS MISSÕES,RS,2066,17.99,1694,1584,789,667
BOM PROGRESSO,RS,2441,17.99,2002,1902,983,788
ERVAL SECO,RS,8212,17.99,6735,4631,2379,1784
ESMERALDA,RS,3234,17.99,2652,2317,979,1126
CAMPESTRE DA SERRA,RS,3205,17.99,2628,2558,502,1798
CANDIOTA,RS,8236,17.99,6754,6432,4114,1654
CAPITÃO,RS,2595,17.99,2128,2064,761,1033
ESTÂNCIA VELHA,RS,40740,17.99,33411,30623,8146,18898
CARLOS GOMES,RS,1719,17.99,1410,1192,574,512
ESTEIO,RS,78816,17.99,64637,53519,24275,22403
ESTRELA,RS,29071,17.99,23841,19852,5196,12497
CENTENÁRIO,RS,3026,17.99,2482,2314,1018,1123
FARROUPILHA,RS,59871,17.99,49100,47400,11200,30199
CHARRUA,RS,3581,17.99,2937,1995,927,883
SÃO JOÃO DO POLÊSINE,RS,2702,17.99,2216,2409,794,1352
FELIZ,RS,11679,17.99,9578,9223,2710,5354
COQUEIROS DO SUL,RS,3106,17.99,2547,1996,640,1136
FLORES DA CUNHA,RS,25307,17.99,20754,20931,3378,15104
COXILHA,RS,2916,17.99,2391,2288,1009,1123
FONTOURA XAVIER,RS,11074,17.99,9082,6625,3673,2329
DERRUBADAS,RS,3378,17.99,2770,2242,1040,939
DOIS IRMÃOS DAS MISSÕES,RS,2362,17.99,1937,1633,840,678
ENGENHO VELHO,RS,1584,17.99,1299,988,520,370
GARIBALDI,RS,28791,17.99,23611,22254,5040,14654
GAURAMA,RS,6108,17.99,5009,4435,1314,2626
GARRUCHOS,RS,3457,17.99,2835,2343,1376,775
GENERAL CÂMARA,RS,8782,17.99,7202,4865,2411,1962
GENTIL,RS,1579,17.99,1295,1365,349,881
SÃO VICENTE DO SUL,RS,8361,17.99,6857,5244,2544,2075
GRAMADO XAVIER,RS,3911,17.99,3207,2491,1261,968
GETÚLIO VARGAS,RS,15961,17.99,13090,10253,2802,6244
SERTÃO,RS,6663,17.99,5464,4503,1490,2619
HULHA NEGRA,RS,6030,17.99,4945,3904,2307,1243
GIRUÁ,RS,17070,17.99,13999,10599,3610,6111
GRAMADO,RS,31652,17.99,25958,26317,6015,17266
INHACORÁ,RS,2290,17.99,1878,1866,884,846
ITAPUCA,RS,2454,17.99,2013,1494,558,806
GRAVATAÍ,RS,261150,17.99,214169,151912,55463,75004
GUAÍBA,RS,93578,17.99,76743,59687,27380,24498
LAJEADO DO BUGRE,RS,2536,17.99,2080,1612,919,579
GUAPORÉ,RS,21421,17.99,17567,15687,3657,10371
LAGOA DOS TRÊS CANTOS,RS,1590,17.99,1304,1382,334,900
LINDOLFO COLLOR,RS,5279,17.99,4329,3944,1629,1915
LINHA NOVA,RS,1488,17.99,1220,1207,358,685
HORIZONTINA,RS,18305,17.99,15012,12215,3753,7386
MANOEL VIANA,RS,6784,17.99,5564,4382,2312,1697
HUMAITÁ,RS,4923,17.99,4037,3483,1408,1755
MAQUINÉ,RS,7374,17.99,6047,4702,2299,1858
OSÓRIO,RS,39290,17.99,32222,29504,13123,12384
MARATÁ,RS,2444,17.99,2004,2020,527,1203
IBIAÇÁ,RS,4681,17.99,3839,3403,1061,1915
IBIRAIARAS,RS,7094,17.99,5818,4124,1082,2542
LAGOA VERMELHA,RS,27434,17.99,22499,16862,6564,8508
MARIANA PIMENTEL,RS,3964,17.99,3251,2701,996,1368
IBIRUBÁ,RS,18690,17.99,15328,13849,4259,8129
MATO CASTELHANO,RS,2608,17.99,2139,2321,590,1553
IGREJINHA,RS,31113,17.99,25516,22786,7124,13294
ILÓPOLIS,RS,4202,17.99,3446,2985,679,2019
MONTE BELO DO SUL,RS,2766,17.99,2268,2604,414,1931
INDEPENDÊNCIA,RS,6679,17.99,5477,4577,1649,2429
MORMAÇO,RS,2578,17.99,2114,2259,917,1129
PIO XII,MA,21821,24.73,16425,14082,10556,2526
IRAÍ,RS,8468,17.99,6945,4472,2165,1914
MORRINHOS DO SUL,RS,3241,17.99,2658,2656,840,1474
ITAQUI,RS,36361,17.99,29820,20171,8818,9285
MORRO REUTER,RS,5599,17.99,4592,4663,1084,3019
ITATIBA DO SUL,RS,4574,17.99,3751,2976,1803,1021
MULITERNO,RS,1800,17.99,1476,1736,801,723
IVOTI,RS,18517,17.99,15186,14544,3759,8863
JACUTINGA,RS,3567,17.99,2925,2495,844,1371
NOVA BOA VISTA,RS,2083,17.99,1708,1763,521,929
NOVA PÁDUA,RS,2484,17.99,2037,2045,206,1672
JAGUARÃO,RS,27944,17.99,22917,15984,8500,5355
JAGUARI,RS,11626,17.99,9534,7266,2887,3300
NOVA SANTA RITA,RS,20591,17.99,16887,15214,6538,7164
JÚLIO DE CASTILHOS,RS,19541,17.99,16026,12311,6602,4441
NOVO BARREIRO,RS,3858,17.99,3164,3420,1773,1394
NOVO MACHADO,RS,4246,17.99,3482,2678,941,1544
NOVO TIRADENTES,RS,2331,17.99,1912,1548,799,574
LAVRAS DO SUL,RS,8115,17.99,6655,4499,2618,1376
PARECI NOVO,RS,3151,17.99,2584,2546,568,1688
LIBERATO SALZANO,RS,6102,17.99,5004,3577,1960,1268
MARQUES DE SOUZA,RS,4043,17.99,3316,3231,1068,1861
FORQUETINHA,RS,2548,17.99,2090,2122,652,1234
PASSO DO SOBRADO,RS,5967,17.99,4894,4361,1907,2052
MACHADINHO,RS,5503,17.99,4513,3986,1555,2070
PICADA CAFÉ,RS,4824,17.99,3956,4105,1059,2434
PIRAPEMAS,MA,15043,24.73,11323,9365,7301,1412
PINHAL GRANDE,RS,4496,17.99,3687,2934,1477,1123
MARCELINO RAMOS,RS,5372,17.99,4406,3239,1302,1645
PINHEIRINHO DO VALE,RS,4411,17.99,3617,2948,1353,1322
MARIANO MORO,RS,2284,17.99,1873,1812,847,764
PONTÃO,RS,3904,17.99,3202,2824,1367,1258
PONTE PRETA,RS,1840,17.99,1509,1579,464,891
MAXIMILIANO DE ALMEIDA,RS,5059,17.99,4149,3308,1044,1894
PORTO MAUÁ,RS,2565,17.99,2104,1878,644,1086
MIRAGUAÍ,RS,4869,17.99,3993,3784,2108,1405
PORTO VERA CRUZ,RS,2084,17.99,1709,1410,632,661
PRESIDENTE LUCENA,RS,2355,17.99,1931,1944,413,1259
MOSTARDAS,RS,11903,17.99,9762,7088,2826,3259
QUEVEDOS,RS,2732,17.99,2241,1911,985,710
POÇÃO DE PEDRAS,MA,15853,24.73,11933,11397,7826,2643
MUÇUM,RS,4574,17.99,3751,3506,900,2146
RIO DOS ÍNDIOS,RS,4202,17.99,3446,2354,1292,855
NÃO-ME-TOQUE,RS,15228,17.99,12488,10890,3434,6526
SAGRADA FAMÍLIA,RS,2595,17.99,2128,1862,955,706
NONOAI,RS,12327,17.99,10109,7376,3519,3296
SALVADOR DAS MISSÕES,RS,2601,17.99,2133,2308,842,1231
NOVA ARAÇÁ,RS,3775,17.99,3096,3314,692,2318
SANTA CLARA DO SUL,RS,5471,17.99,4487,4631,1265,2708
NOVA BASSANO,RS,8683,17.99,7121,6204,939,4722
SANTA TEREZA,RS,1815,17.99,1488,1504,390,963
NOVA BRÉSCIA,RS,3162,17.99,2593,2336,483,1624
SANTO ANTÔNIO DO PALMA,RS,2216,17.99,1817,838,402,343
NOVA PALMA,RS,6432,17.99,5275,3978,1598,1797
SANTO ANTÔNIO DO PLANALTO,RS,2029,17.99,1664,1785,486,1098
SANTO EXPEDITO DO SUL,RS,2614,17.99,2144,1893,702,1012
NOVA PETRÓPOLIS,RS,17747,17.99,14554,14214,3017,9238
NOVA PRATA,RS,22257,17.99,18253,15916,3338,10810
SÃO JOSÉ DO INHACORÁ,RS,2132,17.99,1748,1954,659,1001
PAIM FILHO,RS,4480,17.99,3674,3231,1521,1537
NOVO HAMBURGO,RS,253067,17.99,207540,144338,42801,84976
SÃO JOSÉ DAS MISSÕES,RS,2952,17.99,2421,1800,1007,644
PALMEIRA DAS MISSÕES,RS,33846,17.99,27757,19641,8949,8978
SÃO MARTINHO DA SERRA,RS,3409,17.99,2796,2456,927,1275
PALMITINHO,RS,6905,17.99,5663,4560,2363,1725
SÃO PEDRO DA SERRA,RS,3117,17.99,2556,2769,655,1702
SÃO PEDRO DO BUTIÁ,RS,2744,17.99,2250,2222,816,1202
PARAÍ,RS,6577,17.99,5394,4972,1057,3272
SÃO VALENTIM DO SUL,RS,2230,17.99,1829,1853,385,1261
SÃO VALÉRIO DO SUL,RS,2635,17.99,2161,1994,1190,694
PEDRO OSÓRIO,RS,8039,17.99,6593,5422,3334,1415
SENTINELA DO SUL,RS,5290,17.99,4338,3058,1437,1234
PEJUÇARA,RS,3900,17.99,3198,2533,991,1346
PASSO FUNDO,RS,183300,17.99,150324,120543,49690,57955
SÉRIO,RS,2399,17.99,1967,1074,482,430
PINHEIRO MACHADO,RS,12939,17.99,10611,7663,4610,1897
SINIMBU,RS,10315,17.99,8459,6047,2761,2579
PIRATINI,RS,20225,17.99,16587,11895,6911,3443
TIRADENTES DO SUL,RS,6928,17.99,5682,3499,1839,1364
TRÊS PASSOS,RS,23467,17.99,19245,15996,7122,7368
TRAVESSEIRO,RS,2379,17.99,1951,1725,706,836
TRÊS FORQUILHAS,RS,3073,17.99,2520,2391,1073,1046
PORTÃO,RS,28583,17.99,23441,20870,7662,10859
PELOTAS,RS,339934,17.99,278780,202448,100464,70522
TUPANCI DO SUL,RS,1723,17.99,1413,1210,430,649
PORTO LUCENA,RS,5631,17.99,4618,3235,1452,1435
UNIÃO DA SERRA,RS,1666,17.99,1366,1280,256,880
VALE DO SOL,RS,10817,17.99,8871,7071,3186,3047
PUTINGA,RS,4192,17.99,3438,3011,613,2083
VALE REAL,RS,4741,17.99,3888,4091,1342,2303
QUARAÍ,RS,22552,17.99,18495,13663,6813,5644
VILA NOVA DO SUL,RS,4255,17.99,3490,3375,1840,1103
RESTINGA SÊCA,RS,15595,17.99,12789,9703,3969,4490
VITÓRIA DAS MISSÕES,RS,3652,17.99,2995,2753,1394,1123
XANGRI-LÁ,RS,10602,17.99,8695,9884,3131,5788
BOA VISTA DO SUL,RS,2663,17.99,2184,2092,499,1321
PORTO ALEGRE,RS,1420667,17.99,1165089,854138,412553,323857
RIO PARDO,RS,37704,17.99,30921,23165,12787,7837
DILERMANDO DE AGUIAR,RS,3129,17.99,2566,2020,875,913
SÃO PEDRO DO SUL,RS,16613,17.99,13624,11054,4612,4913
RIO GRANDE,RS,194351,17.99,159387,117686,68808,33485
ROCA SALES,RS,9922,17.99,8137,6741,2122,3740
CAPIVARI DO SUL,RS,3339,17.99,2738,3018,1179,1458
RODEIO BONITO,RS,5698,17.99,4673,4351,2053,1958
NOVA CANDELÁRIA,RS,2739,17.99,2246,2300,712,1307
FLORIANO PEIXOTO,RS,2148,17.99,1762,1543,675,724
ROLANTE,RS,19213,17.99,15757,13896,4721,7558
RONDA ALTA,RS,9654,17.99,7917,6263,3246,2626
RONDINHA,RS,5674,17.99,4653,3958,1653,1941
ESPERANÇA DO SUL,RS,3445,17.99,2825,2423,1330,921
ROQUE GONZALES,RS,7297,17.99,5984,4640,2148,2027
DOUTOR RICARDO,RS,2053,17.99,1684,1713,475,1026
HERVEIRAS,RS,2825,17.99,2317,2132,1303,674
ROSÁRIO DO SUL,RS,40509,17.99,33221,23695,12063,9398
PRESIDENTE VARGAS,MA,9798,24.73,7375,7728,6305,888
CARAÁ,RS,7131,17.99,5848,4427,1833,1924
SANTO ANTÔNIO DA PATRULHA,RS,37910,17.99,31090,27311,11085,12748
FAZENDA VILANOVA,RS,3068,17.99,2516,2630,1042,1272
SANTA BÁRBARA DO SUL,RS,9122,17.99,7481,5728,2136,3088
ITAARA,RS,4633,17.99,3800,3552,1484,1704
SANTA CRUZ DO SUL,RS,115857,17.99,95014,85765,31770,43070
VERA CRUZ,RS,22702,17.99,18618,16967,7122,7969
VALE VERDE,RS,3227,17.99,2646,2873,1290,1202
BENJAMIN CONSTANT DO SUL,RS,2256,17.99,1850,1679,1021,582
SANTANA DA BOA VISTA,RS,8599,17.99,7052,5084,2428,1867
MAÇAMBARÁ,RS,4415,17.99,3621,2790,1302,1209
DOM PEDRO DE ALCÂNTARA,RS,2728,17.99,2237,2387,860,1184
SANTA MARIA,RS,263403,17.99,216017,165081,72821,72215
SANT'ANA DO LIVRAMENTO,RS,83479,17.99,68461,52125,28430,18225
UNISTALDA,RS,2392,17.99,1962,2123,972,956
SANTA ROSA,RS,64113,17.99,52579,45948,14618,27253
TUPARENDI,RS,8793,17.99,7211,7478,2085,4750
SANTA VITÓRIA DO PALMAR,RS,31183,17.99,25573,17803,10313,5034
PRIMEIRA CRUZ,MA,11999,24.73,9032,7775,6358,897
TURUÇU,RS,3829,17.99,3140,2787,869,1494
SANTIAGO,RS,49558,17.99,40643,30270,12853,14193
CRISTAL DO SUL,RS,2967,17.99,2433,2133,1126,795
MUITOS CAPÕES,RS,2969,17.99,2435,2481,780,1458
NOVA RAMADA,RS,2461,17.99,2018,1731,636,903
SANTO ANTÔNIO DAS MISSÕES,RS,11863,17.99,9729,6531,3731,2096
JARI,RS,3692,17.99,3028,2364,1246,794
SANTO AUGUSTO,RS,13622,17.99,11171,8712,4011,3941
UBIRETAMA,RS,2440,17.99,2001,1650,453,1001
SANTO CRISTO,RS,14280,17.99,11711,11051,4465,5430
BARRA DO QUARAÍ,RS,3776,17.99,3097,1889,1020,728
URUGUAIANA,RS,123743,17.99,101482,63515,21917,34825
CERRITO,RS,6629,17.99,5436,4377,2368,1366
SÃO FRANCISCO DE ASSIS,RS,19523,17.99,16011,11808,6144,4278
SÃO BORJA,RS,61834,17.99,50710,36251,19385,13618
SÃO FRANCISCO DE PAULA,RS,21278,17.99,17450,12797,5851,5292
NOVO CABRAIS,RS,3766,17.99,3088,2634,1041,1330
SÃO GABRIEL,RS,57978,17.99,47548,34341,16733,13950
SETE DE SETEMBRO,RS,2131,17.99,1748,1536,741,636
SÃO JERÔNIMO,RS,20506,17.99,16817,12467,6133,4651
TABAÍ,RS,4046,17.99,3318,3260,1424,1582
SÃO JOSÉ DO NORTE,RS,24905,17.99,20425,16743,8331,5466
SÃO JOSÉ DO OURO,RS,6973,17.99,5719,4955,1470,2931
SENADOR SALGADO FILHO,RS,2861,17.99,2346,2289,584,1478
RIACHÃO,MA,21016,24.73,15819,11773,8050,2904
VESPASIANO CORRÊA,RS,1973,17.99,1618,1890,297,1403
SÃO LEOPOLDO,RS,207721,17.99,170352,131764,54968,61965
SÃO LOURENÇO DO SUL,RS,42339,17.99,34722,28330,11979,12720
MONTE ALEGRE DOS CAMPOS,RS,3122,17.99,2560,2741,951,1493
SÃO MARCOS,RS,19641,17.99,16108,14031,2996,9083
CHUÍ,RS,5278,17.99,4328,3340,1989,920
SÃO MARTINHO,RS,5853,17.99,4800,4191,1407,2401
SÃO NICOLAU,RS,5909,17.99,4846,3352,1884,1112
PASSA SETE,RS,4996,17.99,4097,3163,1524,1286
SÃO PAULO DAS MISSÕES,RS,6690,17.99,5486,4407,1880,2061
TOROPI,RS,3070,17.99,2518,2147,804,1069
BALNEÁRIO PINHAL,RS,10517,17.99,8625,7144,3154,3071
SÃO SEBASTIÃO DO CAÍ,RS,20359,17.99,16696,14457,5029,7800
MAMPITUBA,RS,2926,17.99,2400,2423,1244,922
SÃO JOSÉ DE RIBAMAR,MA,131379,24.73,98889,95232,56572,28838
SÃO VALENTIM,RS,3919,17.99,3214,2611,987,1405
SÃO SEPÉ,RS,23787,17.99,19508,13519,7316,4738
ACEGUÁ,RS,4138,17.99,3394,3040,1201,1576
ALMIRANTE TAMANDARÉ DO SUL,RS,2158,17.99,1770,1670,619,857
ARROIO DO PADRE,RS,2734,17.99,2242,2384,375,1785
SARANDI,RS,20415,17.99,16742,14230,4934,7964
SAPUCAIA DO SUL,RS,122231,17.99,100242,81983,39368,32944
BOA VISTA DO CADEADO,RS,2447,17.99,2007,1745,554,1010
SEBERI,RS,10870,17.99,8914,7680,3248,3747
SELBACH,RS,4773,17.99,3914,3726,1046,2242
BOZANO,RS,2296,17.99,1883,2044,702,1189
SERAFINA CORRÊA,RS,13463,17.99,11041,10657,2619,6902
CANUDOS DO VALE,RS,1941,17.99,1592,1626,876,571
SEVERIANO DE ALMEIDA,RS,3907,17.99,3204,2909,1070,1445
ROSÁRIO,MA,37920,24.73,28542,24773,17827,4756
CAPÃO DA CANOA,RS,37405,17.99,30676,32515,10977,18040
COQUEIRO BAIXO,RS,1566,17.99,1284,1045,197,746
SOBRADINHO,RS,14162,17.99,11614,9052,3718,4269
CORONEL PILAR,RS,1658,17.99,1360,1269,264,858
CRUZALTENSE,RS,2273,17.99,1864,1661,513,985
TAPEJARA,RS,17500,17.99,14352,13746,3051,9210
TAPERA,RS,10457,17.99,8576,6779,2783,3382
SANTA CECÍLIA DO SUL,RS,1716,17.99,1407,1568,466,930
JACUIZINHO,RS,2619,17.99,2148,1689,912,636
LAGOA BONITA DO SUL,RS,2617,17.99,2146,1919,996,760
TAQUARA,RS,53428,17.99,43816,33413,10573,19323
TAQUARI,RS,25768,17.99,21132,16308,6903,7731
MATO QUEIMADO,RS,1865,17.99,1529,1345,609,576
SAMBAÍBA,MA,5792,24.73,4360,4402,2998,1150
TENENTE PORTELA,RS,13906,17.99,11404,8381,4382,3274
NOVO XINGU,RS,1858,17.99,1524,1332,617,558
PAULO BENTO,RS,2090,17.99,1714,1832,564,1050
TRAMANDAÍ,RS,39891,17.99,32715,27020,10960,12735
PINHAL DA SERRA,RS,2058,17.99,1688,1905,773,901
TRÊS COROAS,RS,22905,17.99,18784,14887,4509,8743
QUATRO IRMÃOS,RS,1735,17.99,1423,1409,523,775
ROLADOR,RS,2795,17.99,2292,1700,862,649
SANTA MARGARIDA DO SUL,RS,2163,17.99,1774,1946,930,785
TRIUNFO,RS,23976,17.99,19663,17563,6514,8768
TUCUNDUVA,RS,5907,17.99,4844,4045,1242,2469
SÃO JOSÉ DO SUL,RS,1899,17.99,1557,1737,408,1043
SÃO PEDRO DAS MISSÕES,RS,1939,17.99,1590,1322,667,566
TUPANCIRETÃ,RS,22556,17.99,18498,13003,6218,5620
TIO HUGO,RS,2593,17.99,2127,2194,860,1099
VACARIA,RS,59938,17.99,49155,35681,10871,20863
VENÂNCIO AIRES,RS,64442,17.99,52849,43953,15403,23592
PEDRAS ALTAS,RS,2546,17.99,2088,1564,1006,418
VERANÓPOLIS,RS,23904,17.99,19604,15684,3002,10783
VIADUTOS,RS,5663,17.99,4644,3587,1096,2117
VICENTE DUTRA,RS,5569,17.99,4567,2593,1103,1296
PALMARES DO SUL,RS,11423,17.99,9368,8162,3445,3658
VICTOR GRAEFF,RS,3080,17.99,2526,2124,696,1226
VIAMÃO,RS,253264,17.99,207702,130401,64225,49022
TAVARES,RS,5160,17.99,4232,3604,1596,1391
CAPÃO DO LEÃO,RS,23655,17.99,19399,14501,7529,4964
SANTA LUZIA,MA,69306,24.73,52167,33199,24630,6604
SALTO DO JACUÍ,RS,12154,17.99,9967,5960,3015,2406
COTIPORÃ,RS,4577,17.99,3754,2999,589,1982
COLNIZA,MT,27882,22.86,21508,12440,3004,8656
COLÍDER,MT,30695,22.86,23678,18005,3328,13331
CURVELÂNDIA,MT,4835,22.86,3730,3465,1202,2002
GLÓRIA D'OESTE,MT,3124,22.86,2410,2424,781,1466
NOVA BRASILÂNDIA,MT,4891,22.86,3773,2785,1346,1156
NOVA SANTA HELENA,MT,3347,22.86,2582,2271,625,1499
PARANATINGA,MT,20033,22.86,15453,11203,3295,7166
SANTO ANTÔNIO DO LESTE,MT,3249,22.86,2506,1827,642,1042
ARAPUTANGA,MT,15335,22.86,11829,8743,2349,5617
ALTA FLORESTA,MT,49140,22.86,37907,30687,8557,19745
SINOP,MT,105762,22.86,81585,81895,18557,58474
JAURU,MT,10774,22.86,8311,5048,1393,3282
RIO BRANCO,MT,5053,22.86,3898,3324,1300,1710
SÃO JOSÉ DOS QUATRO MARCOS,MT,19001,22.86,14657,10264,3026,6343
RONDOLÂNDIA,MT,3348,22.86,2583,1907,804,968
SALTO DO CÉU,MT,3650,22.86,2816,1987,648,1182
PONTES E LACERDA,MT,37910,22.86,29244,23415,5367,16094
SÃO JOSÉ DO POVO,MT,3305,22.86,2549,2114,883,1020
ÁGUA CLARA,MS,13183,22.52,10214,8345,3428,4181
ALTO BOA VISTA,MT,5025,22.86,3876,2933,716,2047
ALTO ARAGUAIA,MT,13790,22.86,10638,8979,3188,5007
ALTO GARÇAS,MT,9132,22.86,7044,6213,2324,3440
CANABRAVA DO NORTE,MT,5337,22.86,4117,2598,785,1641
ALTO PARAGUAI,MT,8144,22.86,6282,4645,2648,1599
SANTA CARMEM,MT,4319,22.86,3332,2881,634,2063
NOVA MARINGÁ,MT,5554,22.86,4284,3032,875,2012
AMAMBAI,MS,33426,22.52,25898,20390,8616,10194
PARANHOS,MS,11092,22.52,8594,5924,3161,2261
ANASTÁCIO,MS,22364,22.52,17328,13545,6034,6364
NOVA GUARITA,MT,4877,22.86,3762,2882,1017,1706
ANAURILÂNDIA,MS,8380,22.52,6493,4700,2320,1897
SANTA RITA,MA,30882,24.73,23245,19269,14539,3156
NOVA MARILÂNDIA,MT,2315,22.86,1786,2046,779,1116
ANTÔNIO JOÃO,MS,8350,22.52,6470,5899,2648,2730
PORTO ESTRELA,MT,4011,22.86,3094,2401,1467,770
